poi1,poi2,cost
186,188,30435.0904
831,825,65637.61876
837,825,61714.62371
821,324,48005.92932
821,825,54953.87149
324,825,48034.53422
583,596,35276.54238
583,597,28793.12668
596,597,23909.55569
921,920,66750.054
921,918,47509.57184
920,918,37489.66531
325,883,47488.26296
325,326,19279.08365
883,326,36539.11006
172,3,64818.67262
172,178,46112.05495
3,178,29712.84526
2,3,40490.31801
2,172,50768.53653
3,172,64818.67262
354,355,22749.7119
354,358,34621.35327
355,358,31671.00883
108,586,36753.26089
108,579,23987.33246
586,579,22779.18935
359,358,47430.60473
359,363,45089.74913
358,363,41008.77977
5,7,22812.00267
5,2,40303.78017
7,2,25132.13751
914,920,52962.01942
914,921,35934.87159
920,921,66750.054
204,352,20940.56724
204,514,51632.74967
352,514,42897.62417
352,363,63079.79318
352,514,42897.62417
363,514,50819.25209
596,922,32809.83547
596,595,29965.68813
922,595,23355.13204
352,359,39601.1914
352,363,63079.79318
359,363,45089.74913
113,120,31727.20756
113,108,29959.27026
120,108,42532.02971
355,360,27658.79735
355,364,44914.07156
360,364,55070.09655
331,327,41040.00176
331,324,45761.6083
327,324,43998.89323
824,833,62252.80811
824,823,41306.66669
833,823,51640.09688
517,204,53885.46018
517,514,57171.95251
204,514,51632.74967
5,2,40303.78017
920,919,30900.0541
920,918,37489.66531
919,918,36516.43572
509,204,34151.72994
509,517,30305.62621
204,517,53885.46018
584,580,31143.94537
584,583,18330.05928
580,583,35605.97429
102,120,15948.21273
102,113,27553.3028
120,113,31727.20756
108,110,46802.2696
108,586,36753.26089
110,586,21771.50652
836,833,45888.37961
836,824,55912.28106
833,824,62252.80811
830,835,60495.40621
831,835,43233.74864
325,332,41478.28188
325,883,47488.26296
332,883,41317.52748
253,517,42741.37103
253,251,29005.90779
517,251,31844.28556
912,824,61500.23748
912,829,54976.64925
824,829,32044.84672
124,102,15928.01524
124,113,31510.16447
102,113,27553.3028
922,914,46371.92502
922,595,23355.13204
914,595,36719.24778
837,821,39676.64593
837,825,61714.62371
821,825,54953.87149
332,335,36313.42901
332,218,40738.14814
335,218,55848.97052
917,920,38927.33975
917,914,34493.39886
920,914,52962.01942
360,356,59886.0987
360,364,55070.09655
356,364,30081.56418
186,189,38324.94912
186,183,34037.01928
189,183,26332.5197
335,334,42895.67809
335,218,55848.97052
334,218,35327.1331
115,124,66223.11826
115,113,42694.6881
124,113,31510.16447
182,173,38550.43368
182,171,21290.87271
173,171,33447.34033
120,110,26145.57545
120,108,42532.02971
110,108,46802.2696
922,917,38685.70803
922,914,46371.92502
917,914,34493.39886
830,837,38903.6268
580,596,41152.6607
580,583,35605.97429
596,583,35276.54238
833,830,45065.86333
833,835,29123.2786
830,835,60495.40621
122,124,61413.37961
122,115,44710.7393
124,115,66223.11826
81,82,54811.00981
81,86,38989.40589
82,86,35061.77516
253,509,29868.71576
253,517,42741.37103
509,517,30305.62621
258,251,35727.66069
258,248,22217.71045
251,248,26015.63829
342,81,57519.33709
342,86,58198.43472
81,86,38989.40589
337,340,73520.78537
337,342,52503.3956
340,342,40286.51533
124,123,16182.88381
124,111,4069.967813
123,111,12354.70228
122,123,59132.55951
122,124,61413.37961
123,124,16182.88381
414,412,39786.17588
414,80,35045.0199
412,80,49646.9344
7,3,35088.48326
7,2,25132.13751
3,2,40490.31801
12,173,31429.65724
12,182,40637.97716
173,182,38550.43368
81,83,45628.86246
81,82,54811.00981
83,82,39069.66761
183,256,40006.08408
183,177,39764.02031
256,177,53544.02683
359,354,44205.90093
359,358,47430.60473
354,358,34621.35327
330,332,41620.85624
330,325,25360.13925
332,325,41478.28188
415,79,63405.06081
415,85,52247.04426
79,85,26166.14115
256,248,39584.59202
256,177,53544.02683
248,177,31495.04391
349,340,61893.05968
349,337,41292.04609
340,337,73520.78537
258,253,27394.26064
258,251,35727.66069
253,251,29005.90779
919,916,31199.38813
919,912,25459.50371
916,912,33194.37168
414,413,26708.70675
414,412,39786.17588
413,412,30063.61762
580,581,27180.63787
580,596,41152.6607
581,596,39841.74648
824,857,70926.09581
824,836,55912.28106
857,836,25879.88997
347,340,27369.13161
347,349,52551.9163
340,349,61893.05968
106,123,19828.12798
106,122,58423.98812
123,122,59132.55951
79,414,62039.19871
79,80,41941.8987
414,80,35045.0199
102,105,19088.51258
102,120,15948.21273
105,120,13577.97207
855,824,75823.62353
855,912,42172.40624
824,912,61500.23748
855,857,20243.26179
855,824,75823.62353
857,824,70926.09581
178,12,44601.67265
178,182,25223.8724
12,182,40637.97716
334,343,57026.05424
334,349,47511.11732
343,349,51425.22677
920,911,34418.41107
920,919,30900.0541
911,919,27120.18924
324,827,60346.0358
324,331,45761.6083
827,331,22545.75089
916,855,24130.28407
916,912,33194.37168
855,912,42172.40624
186,184,47177.98439
186,189,38324.94912
184,189,23763.67876
7,11,33775.30304
7,3,35088.48326
11,3,28979.8834
83,415,43190.61943
83,85,34038.94524
415,85,52247.04426
415,414,47643.27148
415,79,63405.06081
414,79,62039.19871
340,338,28924.15954
340,342,40286.51533
338,342,48995.75246
28,917,34447.45278
28,922,36645.12326
917,922,38685.70803
509,208,35700.78208
509,204,34151.72994
208,204,22012.06504
821,827,44871.60735
821,324,48005.92932
827,324,60346.0358
120,104,26351.31238
120,110,26145.57545
104,110,24797.76635
1,12,27484.03867
1,178,42295.10834
12,178,44601.67265
352,203,40911.63874
352,359,39601.1914
203,359,35692.15368
203,361,16936.74353
203,359,35692.15368
361,359,28228.97892
105,104,17385.8514
105,120,13577.97207
104,120,26351.31238
3,1,35118.59911
3,178,29712.84526
1,178,42295.10834
822,827,24246.8832
822,821,30363.36373
827,821,44871.60735
209,203,18445.11585
209,352,30524.70677
203,352,40911.63874
119,105,17316.65065
119,102,20510.04454
105,102,19088.51258
189,256,34532.35994
189,183,26332.5197
256,183,40006.08408
260,253,25767.26113
260,258,22452.05901
253,258,27394.26064
124,119,24974.78019
124,102,15928.01524
119,102,20510.04454
581,922,43395.43592
581,596,39841.74648
922,596,32809.83547
586,580,35853.33813
586,584,11753.23278
580,584,31143.94537
253,246,31378.4711
253,509,29868.71576
246,509,25369.68222
343,347,33743.2748
343,349,51425.22677
347,349,52551.9163
335,339,35768.50097
335,334,42895.67809
339,334,50747.81186
173,184,43804.55007
173,186,31391.122
184,186,47177.98439
338,81,52394.43055
338,342,48995.75246
81,342,57519.33709
339,343,31274.09471
339,334,50747.81186
343,334,57026.05424
468,482,32585.80568
911,916,28488.8601
911,919,27120.18924
916,919,31199.38813
256,258,36190.66855
256,248,39584.59202
258,248,22217.71045
110,580,38885.26513
110,586,21771.50652
580,586,35853.33813
111,119,24607.6989
111,124,4069.967813
119,124,24974.78019
361,354,45356.88589
361,359,28228.97892
354,359,44205.90093
201,330,25769.20607
201,325,33986.82254
330,325,25360.13925
362,354,43569.5721
362,361,12830.6133
354,361,45356.88589
204,209,34362.34468
204,352,20940.56724
209,352,30524.70677
246,208,27833.18009
246,509,25369.68222
208,509,35700.78208
827,380,18822.01447
827,331,22545.75089
380,331,30334.02248
181,184,26505.16279
181,173,38387.39314
184,173,43804.55007
913,911,24858.84214
913,920,39645.45493
911,920,34418.41107
326,201,50102.07681
326,325,19279.08365
201,325,33986.82254
109,122,76790.42687
122,356,28230.35159
360,109,47745.26697
360,356,59886.0987
118,119,18988.54398
118,111,27318.57796
119,111,24607.6989
855,848,22162.18189
855,857,20243.26179
848,857,12951.86693
123,118,25819.47667
123,111,12354.70228
118,111,27318.57796
329,201,57964.2455
329,326,35163.6677
201,326,50102.07681
585,581,26997.57224
585,580,29737.16419
581,580,27180.63787
109,106,36296.08092
109,122,76790.42687
106,122,58423.98812
368,201,38360.33349
368,329,40603.28473
201,329,57964.2455
327,368,65307.81277
327,329,42262.26756
368,329,40603.28473
117,580,40220.84933
117,110,35732.22672
580,110,38885.26513
834,822,24922.92884
834,821,42389.42123
822,821,30363.36373
121,360,40429.96697
121,355,52347.41096
360,355,27658.79735
331,365,47931.8179
331,327,41040.00176
365,327,69731.18272
354,121,45216.97632
354,355,22749.7119
121,355,52347.41096
368,366,28265.99326
368,201,38360.33349
366,201,19701.19272
12,181,37063.25524
12,173,31429.65724
181,173,38387.39314
365,368,35879.65403
365,327,69731.18272
368,327,65307.81277
26,920,51673.38462
26,917,40515.55383
920,917,38927.33975
260,254,20468.44737
260,253,25767.26113
254,253,34459.90122
206,204,38587.18162
206,208,20612.11829
204,208,22012.06504
837,834,51882.34344
837,821,39676.64593
834,821,42389.42123
826,837,49610.74846
826,830,38027.70498
837,830,38903.6268
206,209,29844.5271
206,204,38587.18162
209,204,34362.34468
37,28,29227.77102
37,922,48770.11731
28,922,36645.12326
28,26,31295.78611
28,917,34447.45278
26,917,40515.55383
581,37,37580.65268
581,922,43395.43592
37,922,48770.11731
254,246,29602.919
254,253,34459.90122
246,253,31378.4711
104,117,28756.41665
104,110,24797.76635
117,110,35732.22672
338,535,38461.18502
338,81,52394.43055
535,81,47198.01478
203,210,22545.3569
203,361,16936.74353
210,361,24794.21504
380,365,30408.01104
380,331,30334.02248
365,331,47931.8179
257,260,22606.47574
257,258,34073.91
260,258,22452.05901
261,254,14991.2046
261,260,11879.98899
254,260,20468.44737
117,585,28415.95017
117,580,40220.84933
585,580,29737.16419
210,362,19948.8948
210,361,24794.21504
362,361,12830.6133
202,332,64117.29772
202,330,37016.17001
332,330,41620.85624
26,913,34233.36048
26,920,51673.38462
913,920,39645.45493
202,335,48639.38921
202,332,64117.29772
335,332,36313.42901
7,6,50146.32607
7,11,33775.30304
6,11,25481.14595
81,533,59339.35109
81,83,45628.86246
533,83,46040.37491
858,855,32614.7903
858,916,26927.1197
855,916,24130.28407
189,252,44643.91921
189,256,34532.35994
252,256,34056.71099
257,261,17683.44631
257,260,22606.47574
261,260,11879.98899
261,249,12441.76931
261,254,14991.2046
249,254,10982.81443
103,104,27131.87856
103,105,33268.71781
104,105,17385.8514
109,114,28957.0419
109,106,36296.08092
114,106,24344.72457
3,10,49121.82089
3,1,35118.59911
10,1,31935.92784
847,830,51988.50091
847,833,70172.59022
830,833,45065.86333
533,415,48922.49606
533,83,46040.37491
415,83,43190.61943
5,6,53538.21867
5,7,22812.00267
6,7,50146.32607
119,103,30533.79429
119,105,17316.65065
103,105,33268.71781
11,10,35920.08893
11,3,28979.8834
10,3,49121.82089
1,4,33756.86698
1,12,27484.03867
4,12,37391.09879
209,205,30311.03888
209,203,18445.11585
205,203,28433.12227
256,257,43728.38032
256,258,36190.66855
257,258,34073.91
857,851,41106.98876
857,836,25879.88997
851,836,47692.80365
832,834,29002.88012
832,837,56287.59637
834,837,51882.34344
262,208,36290.52176
262,246,28908.38827
208,246,27833.18009
848,851,34274.16011
848,857,12951.86693
851,857,41106.98876
911,858,38219.27514
911,916,28488.8601
858,916,26927.1197
347,344,42252.96195
347,340,27369.13161
344,340,45507.09258
826,832,30735.36965
826,837,49610.74846
832,837,56287.59637
205,210,22005.91285
205,203,28433.12227
210,203,22545.3569
383,827,39400.20075
383,822,34177.60832
827,822,24246.8832
174,189,44263.65304
174,184,26519.92652
189,184,23763.67876
256,255,46124.77718
256,257,43728.38032
255,257,16787.74765
855,853,31506.99334
855,848,22162.18189
853,848,12837.7579
853,851,29200.06857
853,848,12837.7579
851,848,34274.16011
344,338,45012.18552
344,340,45507.09258
338,340,28924.15954
836,847,68531.64678
836,833,45888.37961
847,833,70172.59022
8,6,43563.88705
8,5,41842.59555
6,5,53538.21867
114,123,38140.01215
114,106,24344.72457
123,106,19828.12798
26,35,34410.91832
26,913,34233.36048
35,913,15709.38159
174,252,33159.31634
174,189,44263.65304
252,189,44643.91921
114,118,37359.43592
114,123,38140.01215
118,123,25819.47667
851,847,42659.04011
851,836,47692.80365
847,836,68531.64678
254,262,31503.26762
254,246,29602.919
262,246,28908.38827
585,19,33494.86553
585,581,26997.57224
19,581,44080.34349
913,94,34366.31101
913,911,24858.84214
94,911,40763.46201
535,533,51817.9954
535,81,47198.01478
533,81,59339.35109
4,181,41484.52978
4,12,37391.09879
181,12,37063.25524
181,174,34902.38836
181,184,26505.16279
174,184,26519.92652
94,858,32700.68339
94,911,40763.46201
858,911,38219.27514
834,383,33685.1907
834,822,24922.92884
383,822,34177.60832
262,206,33636.33629
262,208,36290.52176
206,208,20612.11829
350,347,51733.53999
350,343,44583.37154
347,343,33743.2748
19,37,35757.03262
19,581,44080.34349
37,581,37580.65268
35,94,26934.08503
35,913,15709.38159
94,913,34366.31101
210,227,28389.21893
210,362,19948.8948
227,362,31999.15988
847,826,44547.82205
847,830,51988.50091
826,830,38027.70498
227,354,63440.24776
227,362,31999.15988
354,362,43569.5721
206,205,35485.46451
206,209,29844.5271
205,209,30311.03888
855,856,46599.50641
855,853,31506.99334
856,853,23073.60148
330,200,51439.57795
330,202,37016.17001
200,202,25558.18292
383,380,38862.80956
383,827,39400.20075
380,827,18822.01447
252,255,35882.16417
252,256,34056.71099
255,256,46124.77718
533,532,42161.15372
533,415,48922.49606
532,415,51995.54806
858,856,36212.3288
858,855,32614.7903
856,855,46599.50641
227,121,47512.68288
227,354,63440.24776
121,354,45216.97632
201,200,47987.79325
201,330,25769.20607
200,330,51439.57795
233,360,65432.40066
233,121,37970.12837
360,121,40429.96697
382,365,37607.20207
382,380,30669.68229
365,380,30408.01104
233,109,45391.86132
233,360,65432.40066
109,360,47745.26697
847,854,33759.65911
847,826,44547.82205
854,826,32335.39901
348,339,54542.76857
348,335,64140.10715
339,335,35768.50097
202,348,40450.19519
202,335,48639.38921
348,335,64140.10715
207,205,32675.10305
207,206,24136.7583
205,206,35485.46451
383,382,32528.85962
383,380,38862.80956
382,380,30669.68229
118,103,36416.00654
118,119,18988.54398
103,119,30533.79429
101,118,41765.65851
101,114,34182.6154
118,114,37359.43592
205,771,26384.07033
205,210,22005.91285
771,210,25500.56672
181,179,42986.39118
181,174,34902.38836
179,174,24281.7758
249,259,27861.06844
249,254,10982.81443
259,254,33253.72784
259,262,30378.39024
259,254,33253.72784
262,254,31503.26762
261,250,29187.63005
261,249,12441.76931
250,249,19504.2643
10,4,38326.96797
10,1,31935.92784
4,1,33756.86698
38,28,49607.39549
38,37,33539.7026
28,37,29227.77102
104,15,49930.23057
104,117,28756.41665
15,117,40898.0274
103,15,33315.29726
103,104,27131.87856
15,104,49930.23057
101,116,19903.93439
101,118,41765.65851
116,118,35060.01812
250,259,17999.47899
250,249,19504.2643
259,249,27861.06844
116,103,38132.53453
116,118,35060.01812
103,118,36416.00654
771,227,27165.10401
771,210,25500.56672
227,210,28389.21893
6,10,40193.22141
6,11,25481.14595
10,11,35920.08893
257,250,33361.74236
257,261,17683.44631
250,261,29187.63005
233,229,27097.16355
233,109,45391.86132
229,109,36074.52159
536,533,50414.26873
536,535,42230.94918
533,535,51817.9954
339,350,55216.51751
339,343,31274.09471
350,343,44583.37154
350,344,45943.21916
350,347,51733.53999
344,347,42252.96195
262,207,36977.62965
262,206,33636.33629
207,206,24136.7583
247,207,28988.3944
247,262,25406.16715
207,262,36977.62965
370,368,57920.57304
370,365,39249.35262
368,365,35879.65403
22,19,26794.49512
22,585,44535.30859
19,585,33494.86553
32,94,27876.39772
32,35,25082.59784
94,35,26934.08503
255,906,26766.44786
255,257,16787.74765
906,257,35153.90035
15,17,21112.95788
15,117,40898.0274
17,117,41092.54946
229,114,42365.54326
229,109,36074.52159
114,109,28957.0419
849,854,25089.83677
849,847,27884.74643
854,847,33759.65911
17,585,49085.31939
17,117,41092.54946
585,117,28415.95017
906,250,22738.20345
906,257,35153.90035
250,257,33361.74236
761,771,21343.98811
761,205,25733.00085
771,205,26384.07033
369,201,45879.63731
369,366,31086.4209
201,366,19701.19272
227,232,39006.92569
227,121,47512.68288
232,121,40000.60269
768,205,35427.81036
768,207,21978.4568
205,207,32675.10305
17,22,23811.52826
17,585,49085.31939
22,585,44535.30859
333,350,40641.53942
333,339,58218.21586
350,339,55216.51751
768,761,18124.45493
768,205,35427.81036
761,205,25733.00085
28,33,57014.54052
28,26,31295.78611
33,26,39099.27873
33,35,43448.54152
33,26,39099.27873
35,26,34410.91832
338,336,65968.14092
338,535,38461.18502
336,535,49438.21158
348,333,34576.19107
348,339,54542.76857
333,339,58218.21586
351,344,41048.8588
351,350,32096.82684
344,350,45943.21916
847,852,36807.30906
847,849,27884.74643
852,849,14651.80003
38,33,38508.698
38,28,49607.39549
33,28,57014.54052
185,179,26063.35707
185,181,53570.98756
179,181,42986.39118
369,200,43890.93001
369,201,45879.63731
200,201,47987.79325
368,369,53228.4495
368,366,28265.99326
369,366,31086.4209
232,233,33846.63128
232,121,40000.60269
233,121,37970.12837
370,369,43659.97382
370,368,57920.57304
369,368,53228.4495
906,903,14211.06718
906,250,22738.20345
903,250,21611.38939
250,907,21498.68903
250,259,17999.47899
907,259,18168.48169
259,247,29270.36935
259,262,30378.39024
247,262,25406.16715
4,185,48374.90885
4,181,41484.52978
185,181,53570.98756
33,32,36004.92326
33,35,43448.54152
32,35,25082.59784
97,856,34853.43287
97,858,47236.64347
856,858,36212.3288
908,907,7771.678586
908,250,19750.10519
907,250,21498.68903
903,908,9494.119195
903,250,21611.38939
908,250,19750.10519
382,370,41986.74844
382,365,37607.20207
370,365,39249.35262
533,534,55679.71923
533,532,42161.15372
534,532,32515.54965
344,336,54479.00564
344,338,45012.18552
336,338,65968.14092
382,367,36866.11516
382,370,41986.74844
367,370,23254.78475
851,852,50403.49398
851,847,42659.04011
852,847,36807.30906
345,336,36471.97083
345,344,29932.42056
336,344,54479.00564
860,202,46994.54775
860,200,28877.46236
202,200,25558.18292
19,38,42133.6208
19,37,35757.03262
38,37,33539.7026
259,607,26056.01704
259,247,29270.36935
607,247,19810.99318
103,23,43737.232
103,15,33315.29726
23,15,24438.36077
904,905,4948.051288
904,259,19491.15825
905,259,18639.41465
737,834,49061.50443
737,832,27507.03544
834,832,29002.88012
907,904,10372.63006
907,259,18168.48169
904,259,19491.15825
826,737,48273.6238
826,832,30735.36965
737,832,27507.03544
771,759,29258.08808
771,227,27165.10401
759,227,33964.36586
905,607,12817.82177
905,259,18639.41465
607,259,26056.01704
226,114,51943.6906
226,229,22534.61681
114,229,42365.54326
6,9,51536.78908
6,10,40193.22141
9,10,31701.9861
94,97,43799.53314
94,858,32700.68339
97,858,47236.64347
351,345,31956.69467
351,344,41048.8588
345,344,29932.42056
763,759,15350.73041
763,771,21979.65875
759,771,29258.08808
860,348,40589.7216
860,202,46994.54775
348,202,40450.19519
27,38,32154.95352
27,19,40455.26348
38,19,42133.6208
336,536,40381.66679
336,535,49438.21158
536,535,42230.94918
603,207,35588.35078
603,247,21831.41238
207,247,28988.3944
826,729,58209.32901
826,737,48273.6238
729,737,26198.74977
854,729,38780.07363
854,826,32335.39901
729,826,58209.32901
390,367,20646.77821
390,382,34200.12496
367,382,36866.11516
856,851,42164.99018
856,853,23073.60148
851,853,29200.06857
114,228,54145.28178
114,101,34182.6154
228,101,28273.5539
385,382,43234.84848
385,383,34645.22482
382,383,32528.85962
761,763,26567.38188
761,771,21343.98811
763,771,21979.65875
727,729,19600.84023
727,854,27047.6548
729,854,38780.07363
226,228,25033.54326
226,114,51943.6906
228,114,54145.28178
9,4,50913.81955
9,10,31701.9861
4,10,38326.96797
869,860,18934.88821
869,200,37467.30633
860,200,28877.46236
8,305,67246.236
8,6,43563.88705
305,6,52071.5438
22,24,28693.37398
22,19,26794.49512
24,19,41873.80368
116,23,44462.80585
116,103,38132.53453
23,103,43737.232
536,534,47965.94365
536,533,50414.26873
534,533,55679.71923
770,763,21611.6769
770,761,21042.82756
763,761,26567.38188
231,229,36006.67007
231,233,33878.48265
229,233,27097.16355
850,852,36165.63453
850,851,49880.13209
852,851,50403.49398
607,603,20668.25655
607,247,19810.99318
603,247,21831.41238
415,413,64816.69909
415,414,47643.27148
413,414,26708.70675
834,385,59611.65261
834,383,33685.1907
385,383,34645.22482
369,862,43441.33254
369,200,43890.93001
862,200,44589.27821
768,770,25377.02018
768,761,18124.45493
770,761,21042.82756
603,768,32049.20654
603,207,35588.35078
768,207,21978.4568
834,384,69966.39877
834,385,59611.65261
384,385,25463.21627
862,869,15825.83762
862,200,44589.27821
869,200,37467.30633
737,384,40687.36726
737,834,49061.50443
384,834,69966.39877
370,870,42280.85043
370,369,43659.97382
870,369,35626.2533
24,27,24124.47271
24,19,41873.80368
27,19,40455.26348
532,415,51995.54806
413,415,64816.69909
382,395,44846.95943
382,390,34200.12496
395,390,14940.7372
390,386,16294.66715
390,367,20646.77821
386,367,17322.55584
385,395,29572.03988
385,382,43234.84848
395,382,44846.95943
227,266,49588.92478
227,232,39006.92569
266,232,31009.43543
732,384,19451.30211
732,737,26879.71263
384,737,40687.36726
856,850,53700.97221
856,851,42164.99018
850,851,49880.13209
33,96,38655.51976
33,32,36004.92326
96,32,35459.91696
849,727,34750.78512
849,854,25089.83677
727,854,27047.6548
759,266,28868.44866
759,227,33964.36586
266,227,49588.92478
15,20,34358.36937
15,17,21112.95788
20,17,24610.94655
9,840,43135.99147
9,4,50913.81955
840,4,51768.938
860,747,34441.78216
860,348,40589.7216
747,348,32205.439
840,185,39379.99759
840,4,51768.938
185,4,48374.90885
20,22,33669.18758
20,17,24610.94655
22,17,23811.52826
38,34,42513.34354
38,33,38508.698
34,33,40167.19135
100,850,30744.78846
100,856,45191.09834
850,856,53700.97221
31,96,17886.54396
31,33,32587.96897
96,33,38655.51976
94,99,52961.12946
94,97,43799.53314
99,97,24185.43953
747,333,39711.30115
747,348,32205.439
333,348,34576.19107
868,747,22106.18436
868,860,23131.36879
747,860,34441.78216
268,233,44184.76765
268,232,25905.67081
233,232,33846.63128
603,608,26221.1549
603,768,32049.20654
608,768,26945.07691
266,268,20496.28976
266,232,31009.43543
268,232,25905.67081
767,763,22676.04207
767,770,15294.73803
763,770,21611.6769
27,25,25403.85076
27,38,32154.95352
25,38,38835.35276
733,729,20734.67543
733,727,16330.81817
729,727,19600.84023
734,733,10449.44614
734,727,16352.0682
733,727,16330.81817
231,226,32223.6848
231,229,36006.67007
226,229,22534.61681
849,734,39820.82409
849,727,34750.78512
734,727,16352.0682
6,307,66788.35027
6,9,51536.78908
307,9,32113.87121
305,307,34890.06741
305,6,52071.5438
307,6,66788.35027
869,867,18058.85641
869,860,18934.88821
867,860,22281.72586
98,94,54724.58873
98,32,42603.82829
94,32,27876.39772
25,34,18987.22128
25,38,38835.35276
34,38,42513.34354
733,731,11334.08892
733,729,20734.67543
731,729,17327.3796
739,737,36684.62152
739,729,20293.61829
737,729,26198.74977
862,873,14894.27546
862,869,15825.83762
873,869,12391.12774
867,868,13900.41077
867,860,22281.72586
868,860,23131.36879
384,392,18696.45464
384,385,25463.21627
392,385,23747.24762
739,732,21835.84062
739,737,36684.62152
732,737,26879.71263
34,31,23654.62846
34,33,40167.19135
31,33,32587.96897
13,23,33388.48063
13,116,47134.67139
23,116,44462.80585
15,21,42202.49668
15,20,34358.36937
21,20,18856.22451
536,537,48362.76071
536,534,47965.94365
537,534,32435.59352
97,100,39566.43012
97,856,34853.43287
100,856,45191.09834
381,367,25195.0336
381,386,11903.11938
367,386,17322.55584
849,735,41795.91855
849,734,39820.82409
735,734,10902.44894
29,31,16021.84557
29,34,11969.6251
31,34,23654.62846
336,142,42073.68496
336,536,40381.66679
142,536,43240.71879
98,99,26673.73265
98,94,54724.58873
99,94,52961.12946
346,336,39375.35472
346,345,41421.2634
336,345,36471.97083
367,874,33252.79899
367,370,23254.78475
874,370,41521.727
23,21,32514.64119
23,15,24438.36077
21,15,42202.49668
268,231,35047.29811
268,233,44184.76765
231,233,33878.48265
369,876,49972.97456
369,862,43441.33254
876,862,17964.20049
759,267,29767.92722
759,266,28868.44866
267,266,12372.84389
870,876,27550.24664
870,369,35626.2533
876,369,49972.97456
608,770,27977.19963
608,768,26945.07691
770,768,25377.02018
762,267,17155.50097
762,759,18869.28639
267,759,29767.92722
385,391,32194.47188
385,395,29572.03988
391,395,17296.52624
876,863,8490.660313
876,862,17964.20049
863,862,13514.2379
732,393,20259.43619
732,384,19451.30211
393,384,15006.76037
874,870,30747.38337
874,370,41521.727
870,370,42280.85043
874,866,13403.38978
874,870,30747.38337
866,870,22205.46985
731,739,15710.98732
731,729,17327.3796
739,729,20293.61829
392,391,16680.33313
392,385,23747.24762
391,385,32194.47188
431,908,31062.57875
431,903,30908.56444
908,903,9494.119195
763,762,26637.03928
763,759,15350.73041
762,759,18869.28639
534,530,43299.20539
534,532,32515.54965
530,532,56208.40445
231,234,29993.87009
231,226,32223.6848
234,226,21452.9978
367,864,32808.26273
367,874,33252.79899
864,874,10576.14844
96,98,30645.85534
96,32,35459.91696
98,32,42603.82829
381,864,13595.63449
381,367,25195.0336
864,367,32808.26273
733,723,12848.54958
733,731,11334.08892
723,731,9295.304466
14,21,19460.14745
14,23,25505.58178
21,23,32514.64119
725,849,38750.16514
725,852,28395.84258
849,852,14651.80003
387,390,25480.45258
387,395,15335.94319
390,395,14940.7372
873,867,17696.5904
873,869,12391.12774
867,869,18058.85641
725,735,26416.29936
725,849,38750.16514
735,849,41795.91855
234,228,30415.18022
234,226,21452.9978
228,226,25033.54326
905,604,32284.27339
905,607,12817.82177
604,607,30236.48206
850,725,36619.77334
850,852,36165.63453
725,852,28395.84258
769,763,31261.38918
769,767,13602.09268
763,767,22676.04207
431,907,33247.39386
431,908,31062.57875
907,908,7771.678586
863,873,16648.72015
863,862,13514.2379
873,862,14894.27546
387,386,23703.039
387,390,25480.45258
386,390,16294.66715
747,749,36863.00521
747,333,39711.30115
749,333,42061.58802
607,605,34523.43627
607,603,20668.25655
605,603,28062.76142
736,732,24706.65124
736,739,15301.16619
732,739,21835.84062
267,263,13698.92226
267,266,12372.84389
263,266,18750.66002
842,840,30717.96031
842,9,46025.08236
840,9,43135.99147
305,304,32671.48558
305,307,34890.06741
304,307,21533.71254
904,604,32465.99942
904,905,4948.051288
604,905,32284.27339
602,608,22941.89633
602,603,31445.48767
608,603,26221.1549
391,387,15974.37124
391,395,17296.52624
387,395,15335.94319
872,868,18714.82181
872,867,11763.06724
868,867,13900.41077
95,98,24333.57708
95,96,19387.47432
98,96,30645.85534
263,268,25685.72699
263,266,18750.66002
268,266,20496.28976
263,269,14903.41918
263,268,25685.72699
269,268,17859.4017
18,22,48643.37074
18,20,30730.55449
22,20,33669.18758
387,389,13043.74334
387,386,23703.039
389,386,22608.05212
465,604,14873.99815
465,904,32442.26393
604,904,32465.99942
99,779,26491.4912
99,97,24185.43953
779,97,37531.89263
769,762,24624.71595
769,763,31261.38918
762,763,26637.03928
605,602,12781.13193
605,603,28062.76142
602,603,31445.48767
756,747,28936.34473
756,868,17059.73643
747,868,22106.18436
18,24,33225.46393
18,22,48643.37074
24,22,28693.37398
179,252,50989.1789
179,174,24281.7758
252,174,33159.31634
604,605,18850.36063
604,607,30236.48206
605,607,34523.43627
732,730,25488.47536
732,393,20259.43619
730,393,10854.2296
458,907,38090.88472
458,431,10180.67446
907,431,33247.39386
265,263,10080.00739
265,267,8942.526924
263,267,13698.92226
779,100,33378.21862
779,97,37531.89263
100,97,39566.43012
13,14,28261.44023
13,23,33388.48063
14,23,25505.58178
870,871,29240.86586
870,876,27550.24664
871,876,15950.37088
907,465,37296.68081
907,904,10372.63006
465,904,32442.26393
458,465,14824.29287
458,907,38090.88472
465,907,37296.68081
756,757,10281.93393
756,747,28936.34473
757,747,29154.62731
757,754,4685.529237
757,747,29154.62731
754,747,28726.42181
389,381,18985.04619
389,386,22608.05212
381,386,11903.11938
750,749,20602.40025
750,747,31211.00809
749,747,36863.00521
736,730,14920.44512
736,732,24706.65124
730,732,25488.47536
350,153,58261.0291
350,351,32096.82684
153,351,31418.13423
754,750,11234.31129
754,747,28726.42181
750,747,31211.00809
